politician_id,name_pinyin,name_fanti,c_personid,major,birth_year,death_year,age_death,choronym,hometown_code,office_startyear,age_office,exam_rank,military_CBDB,fiscal_CBDB,hometown_county_pinyin,hometown_county_name,hometown_admintype,hometown_admintype_startyear,hometown_admintype_endyear,hometown_x,hometown_y,hometown_prefecture_id,hometown_prefecture_name,hometown_province_id,hometown_province_name,kin_node,kin_dis,kin_cen_n,kin_cen,kinproximity,kincount,c_entry_code,c_entry_desc_chn,c_entry_code2,c_entry_desc_chn2,c_entry_code3,c_entry_desc3_chn,choronym_dummy,kinproximity_st,entry_exam,entry_priv,year_index,year_earliest,year_latest,year_entry_est,start_year,end_year,northernsong,southernsong,cohort,period1,period2,period3,period4,period5,period6,period7,period8,period9,period10,period11,period12,period13,period14,period15,period16,reign1,reign2,reign3,reign4,reign5,reign6,reign7,reign8,reign9,reign10,reign11,reign12,reign13,reign14,reign15,reign16,reign17,cohort1,cohort2,cohort3,cohort4,cohort5,cohort6,cohort7,cohort8,cohort9,cohort10,cohort11,cohort12,cohort13,cohort14,cohort15,cohort16,kaifeng_x,kaifeng_y,linan_x,linan_y,dist_kaifeng,dist_linan,dist_capital,southernsong_distcapital,networkid
67,Fu Bocheng,傅伯成,14451,1,1143,1226,84,0,100228,1163,,,,1,Jinjiang,晋江,Xian,985,1279,118.589905,24.909641,13902,泉州,13867,福建路,8,.0686303700632072,1,1,.1179302288219333,8,36,科举: 进士(笼统),,,,,0,.014741278,1,0,1202,,,1163,1183,1212,0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1169.501966773627,610.90072543112,610.9007,610.9007,11
70,Fu Qiu,傅求,621,1,1003,1073,71,0,100508,1024,22,甲科,,1,Kaocheng,考城,Xian,1053,1119,115.193667,34.681436,11027,开封府,11026,京畿路,248,.3414774739435456,72,1,1.864656916586682,237,36,科举: 进士(笼统),,,,,0,.0078677507,1,0,1062,,,1024,1044,1072,1,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,78.01379024119949,679.6526803085851,78.013794,0,12
73,Yuan Jiang,元绛,2112,1,1008,1083,76,0,12690,1024,,,,1,Wu Xian,吴县,Xian,960,1112,120.618622,31.31271,12688,苏州,12669,两浙西路,22,.5229356802757473,8,1,.0836999757448211,20,36,科举: 进士(笼统),54,科举学校: 恩赐出身、特赐出身等,,,0,.0041849986,1,0,1067,,,1024,1044,1077,1,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,700.9334013121254,126.4005308794412,700.93341,0,13
95,Liu Chen,刘忱,1225,1,,,,48,100409,,,,,1,Luoyang,洛阳,Xian,1072,1126,112.38263,34.665276,11372,河南府,11371,京西北路,44,.1321883496423313,7,1,15.30425084894523,40,,,,,,,1,.38260627,0,0,1094,,,1094,1094,1094,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,181.046095491508,881.5776011609809,181.0461,0,14
96,Liu Shenxing,刘愼行,45690,1,,,,0,101061,,,,,,,,,,,,,,,,,66,.6788205079677425,1,1,,44,,,,,,,0,,0,0,1025,1011,1025,1011,1011,1025,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,,,,,15
111,Liu Wensou,刘温叟,3602,1,909,971,63,48,14693,934,26,0,,,,,,,,,,,,,,11,.1893407588906158,3,1,,11,101,荐举 (保任),,,,,1,,0,1,968,,,934,954,971,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,,,,,16
116,Liu Yue,刘爚,14973,1,1144,1216,73,0,13890,1172,,,,1,Jianyang,建阳,Xian,985,1279,118.10537,27.33988,101125,建州,13867,福建路,14,.3608929503004806,2,1,.0743960856925696,9,36,科举: 进士(笼统),,,,,0,.008266232,1,0,1203,,,1172,1192,1213,0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,114.35311,34.795773,120.17629,30.238457,900.6603341399432,379.5673675102504,379.56735,379.56735,17
118,Liu Gong(3),刘珙,11829,1,1122,1178,57,29,13894,1142,21,0,,,Chong'an,崇安,Xian,994,1279,118.026779,27.756025,101125,建州,13867,福建路,23,.2127857511075915,4,1,.1493953275494277,22,36,科举: 进士(笼统),118,恩荫(笼统),,,1,.0067906966,1,0,1178,,,1142,1162,1178,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,855.1482490763061,345.7730015620571,345.77301,345.77301,18
137,Ju Xizhong,句希仲,21429,1,981,1051,71,0,100658,1005,,,,,Kaifeng,开封,Xian,1053,1119,114.34333,34.785477,11027,开封府,11026,京畿路,25,.6242677928865562,6,1,.1126501764520071,18,36,科举: 进士(笼统),,,,,0,.0062583433,1,0,1040,,,1005,1025,1050,1,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1.451161560426355,744.4746598566646,1.4511615,0,19
145,Shi Mijian,史弥坚,3725,1,,1232,,0,100584,,,,,1,Yin Xian,鄞县,Xian,960,1279,121.542656,29.866316,101095,明州,12753,两浙东路,16,.1883708749337576,1,1,1.068953435868025,15,,,,,,,0,.071263559,0,0,1232,,,1232,1213,1232,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,114.35311,34.795773,120.17629,30.238457,869.6147938918685,138.071626377763,138.07162,138.07162,20
146,Shi Miyuan,史弥远,3727,1,1164,1233,70,0,100584,1187,,,,,Yin Xian,鄞县,Xian,960,1279,121.542656,29.866316,101095,明州,12753,两浙东路,4,.2519505892235552,1,1,.0158625959884375,4,36,科举: 进士(笼统),,,,,0,.0039656488,1,0,1223,,,1187,1207,1233,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,114.35311,34.795773,120.17629,30.238457,869.6147938918685,138.071626377763,138.07162,138.07162,21
148,Shi Hao,史浩,8113,1,1106,1194,89,0,100584,1145,,,,,Yin Xian,鄞县,Xian,960,1279,121.542656,29.866316,101095,明州,12753,两浙东路,177,.2656052089380713,22,1,24.83110933337593,155,36,科举: 进士(笼统),,,,,0,.1602007,1,0,1165,,,1145,1165,1175,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,869.6147938918685,138.071626377763,138.07162,138.07162,22
151,Sima Guang,司马光,1488,1,1019,1086,68,8,11938,1038,20,0,,1,Xia Xian,夏县,Xian,1072,1126,111.220055,35.137451,11934,陕州,11901,永兴路,199,.5240635595504144,46,1,.6803012886084616,188,36,科举: 进士(笼统),118,恩荫(笼统),,,1,.0036186238,1,0,1078,,,1038,1058,1086,1,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,288.6143906064044,999.6290498056776,288.61438,0,23
155,Xiang Zhuanshi,向传式,704,1,,,,8,100658,,,,,1,Kaifeng,开封,Xian,1053,1119,114.34333,34.785477,11027,开封府,11026,京畿路,18,.2216123759138962,2,1,4.061900894506834,18,,,,,,,1,.22566116,0,0,1049,1042,,1042,1042,1049,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1.451161560426355,744.4746598566646,1.4511615,0,24
158,Xiang Ziyin,向子諲,715,1,1086,1153,68,8,100424,1100,16,0,,1,Qingjiang,清江,Xian,992,1279,115.398987,28.015566,12997,临江军,12907,江南西路,26,.3598647446923969,4,1,4.107889236183837,26,118,恩荫(笼统),,,,,1,.15799575,0,1,1145,,,1100,1120,1153,1,0,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,758.3040491268013,526.0958348468346,758.30408,0,25
159,Xiang Zongru,向宗儒,709,1,,,,8,100658,,,,,1,Kaifeng,开封,Xian,1053,1119,114.34333,34.785477,11027,开封府,11026,京畿路,19,.0094570338779377,6,1,18.00552253937349,19,,,,,,,1,.94765908,0,0,1080,,,1080,1080,1080,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1.451161560426355,744.4746598566646,1.4511615,0,26
162,Xiang Minzhong,向敏中,705,1,948,1019,72,8,100658,980,,,,1,Kaifeng,开封,Xian,1053,1119,114.34333,34.785477,11027,开封府,11026,京畿路,85,.2672225535335901,26,1,29.199020163971,79,36,科举: 进士(笼统),,,,,1,.36960784,1,0,1007,,,980,1000,1017,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1.451161560426355,744.4746598566646,1.4511615,0,27
168,Wu Yuanqing,吴元庆,10405,1,,,,0,12217,,,0,1,,Yangqu,阳曲,Xian,979,1058,112.736015,38.08202,12215,并州,12214,河东路,8,.391813323647874,3,1,.0204002859536558,8,77,军员转补,,,,,0,.0025500357,0,0,1025,,,1025,1025,1025,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,392.4129465504141,1107.127509391755,392.41293,0,28
169,Wu Chong,吴充,1960,1,1021,1080,60,0,13892,1038,,,,1,Pucheng,浦城,Xian,985,1279,118.536255,27.924686,101125,建州,13867,福建路,592,.7040255411678269,143,1,1.152457010175567,570,36,科举: 进士(笼统),,,,,0,.0020218545,1,0,1080,,,1038,1058,1080,1,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,859.2921452844023,302.0885141305713,859.29218,0,29
172,Wu Kui,吴奎,8162,1,1011,1068,58,0,100052,1027,17,0,,,Beihai,北海,Xian,1074,1126,119.106499,36.702705,11177,潍州,11141,京东东路,14,.3828481423248037,4,1,.0396531180012971,14,48,科举: 正奏名诸科(不含明经、明法),,,,,0,.0028323657,1,0,1068,,,1027,1047,1068,1,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,479.0949887422774,723.8177421756963,479.095,0,30
173,Wu Shouren,吴守仁,10406,1,,,,0,12217,,,0,1,,Yangqu,阳曲,Xian,979,1058,112.736015,38.08202,12215,并州,12214,河东路,66,.4274916829294595,21,1,3.154377998027485,59,77,军员转补,,,,,0,.053464033,0,0,1045,,,1045,1045,1045,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,392.4129465504141,1107.127509391755,392.41293,0,31
174,Wu Shouyan,吴守严,10467,1,,,,0,12217,,,0,1,,Yangqu,阳曲,Xian,979,1058,112.736015,38.08202,12215,并州,12214,河东路,19,.3841104830562843,2,1,.04704425111413,18,77,军员转补,,,,,0,.0026135696,0,0,1030,,,1030,1030,1030,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,392.4129465504141,1107.127509391755,392.41293,0,32
177,Wu Juhou,吴居厚,1965,1,1037,1113,77,0,12913,1063,,,,1,Jinxian,进贤,Xian,1103,1279,116.259071,28.364485,101099,洪州,12907,江南西路,43,.4714382620323077,6,1,.0890728137455881,34,36,科举: 进士(笼统),,,,,0,.0026197887,1,0,1096,,,1063,1083,1106,1,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,735.6424910091766,433.5259039878877,735.64252,0,33
179,Wu Tingzuo,吴廷祚,8164,1,918,971,54,0,12217,,,0,1,,Yangqu,阳曲,Xian,979,1058,112.736015,38.08202,12215,并州,12214,河东路,193,.3714197925781736,51,1,4.595110740512609,172,77,军员转补,,,,,0,.026715759,0,0,971,,,971,952,971,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,392.4129465504141,1107.127509391755,392.41293,0,34
193,Wu Huan,吴环,17704,1,,,,0,12672,,,,1,,Qiantang,钱塘,Xian,979,1128,120.168625,30.294125,101088,杭州,12669,两浙西路,5,.141427529819424,1,1,.0281540062278509,4,,,,,,,0,.0070385016,0,0,1205,,,1205,1205,1205,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,114.35311,34.795773,120.17629,30.238457,739.7249085161435,6.215164114916305,6.2151642,6.2151642,35
194,Wu Yi,吴益,17701,1,1124,1171,48,0,12672,1130,7,0,1,,Qiantang,钱塘,Xian,979,1128,120.168625,30.294125,101088,杭州,12669,两浙西路,16,.0697191146226281,3,1,.192721436265856,13,118,恩荫(笼统),,,,,0,.014824726,0,1,1171,,,1130,1150,1171,0,1,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,739.7249085161435,6.215164114916305,6.2151642,6.2151642,36
196,Wu Yu,吴育,8165,1,1004,1058,55,0,100220,1027,,,,,Xinzheng,新郑,Xian,1053,1119,113.719086,34.397324,101009,郑州,11026,京畿路,354,.3642603758911476,96,1,3.423741545528173,337,28,科举: 制举 (笼统),36,科举: 进士(笼统),,,0,.01015947,1,0,1058,,,1027,1047,1058,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,73.05120157118604,762.8537768676468,73.051201,0,37
198,Wu Fu,吴芾,1970,1,1104,1183,80,0,12798,1132,,,,1,Xianju,仙居,Xian,1007,1279,120.73346,28.852207,12792,台州,12753,两浙东路,14,.1041342665501901,1,1,.3278589645633474,14,36,科举: 进士(笼统),,,,,0,.023418497,1,0,1163,,,1132,1152,1173,0,1,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,893.5360284992614,162.8709595660222,162.87096,162.87096,38
204,Lv Gongbi,吕公弼,1316,1,1007,1073,67,31,100658,,,,,1,Kaifeng,开封,Xian,1053,1119,114.34333,34.785477,11027,开封府,11026,京畿路,119,.3151396677550399,43,1,33.3983289640164,108,54,科举学校: 恩赐出身、特赐出身等,118,恩荫(笼统),,,1,.3092438,0,1,1066,,,1066,1054,1073,1,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1.451161560426355,744.4746598566646,1.4511615,0,39
205,Lv Gongchuo,吕公绰,7304,1,999,1055,57,31,100658,,,,,,Kaifeng,开封,Xian,1053,1119,114.34333,34.785477,11027,开封府,11026,京畿路,60,.234063361584701,19,1,11.30919088778319,58,118,恩荫(笼统),,,,,1,.19498605,0,1,1055,,,1055,1036,1055,1,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1.451161560426355,744.4746598566646,1.4511615,0,40
206,Lv Gongzhu,吕公着,1314,1,1018,1089,72,31,100658,1042,,,,1,Kaifeng,开封,Xian,1053,1119,114.34333,34.785477,11027,开封府,11026,京畿路,125,.3150492882040106,29,1,42.36930311494507,123,36,科举: 进士(笼统),,,,,1,.34446588,1,0,1077,,,1042,1062,1087,1,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1.451161560426355,744.4746598566646,1.4511615,0,41
208,Lv Yijian,吕夷简,8100,1,979,1044,66,31,100658,,,,,,Kaifeng,开封,Xian,1053,1119,114.34333,34.785477,11027,开封府,11026,京畿路,345,.3815498543586394,85,1,41.78121124044992,329,36,科举: 进士(笼统),,,,,1,.12699457,1,0,1038,,,1038,1025,1044,1,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1.451161560426355,744.4746598566646,1.4511615,0,42
209,Lv Haowen,吕好问,8099,1,1064,1131,68,31,100658,,,,,,Kaifeng,开封,Xian,1053,1119,114.34333,34.785477,11027,开封府,11026,京畿路,20,.5128108125390729,1,1,.0450907227350399,14,118,恩荫(笼统),,,,,1,.0032207659,0,1,1123,,,1123,1112,1131,1,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1.451161560426355,744.4746598566646,1.4511615,0,43
